Iter L2_norm L2_norm_weighted Drag Lift
1015 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1016 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1017 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1018 -1.0000e+00 -5.7036e-06 -2963809458972524544.000000 -2963809458972524544.000000
1019 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1020 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1021 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1022 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1023 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1024 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1025 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1026 -1.0000e+00 -5.7036e-06 -3980408014409564160.000000 -3980408014409564160.000000
1027 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1028 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1029 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1030 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1031 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1032 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1033 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1034 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1035 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1036 -1.0000e+00 -5.7036e-06 -2978221582511505408.000000 -2978221582511505408.000000
1037 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1038 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1039 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1040 -1.0000e+00 -5.7036e-06 -nan -nan
1041 -1.0000e+00 -5.7036e-06 -nan -nan
1042 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1043 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1044 -1.0000e+00 -5.7036e-06 -63987143505680007168.000000 -63987143505680007168.000000
1045 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1046 -1.0000e+00 -5.7036e-06 -54943405280524763136.000000 -54943405280524763136.000000
1047 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1048 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1049 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1050 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1051 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1052 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1053 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1054 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1055 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1056 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1057 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1058 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1059 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1060 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1061 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1062 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1063 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1064 -1.0000e+00 -5.7036e-06 -2912546928350724096.000000 -2912546928350724096.000000
1065 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1066 -1.0000e+00 -5.7036e-06 -54952579605546926080.000000 -54952579605546926080.000000
1067 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1068 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1069 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1070 -1.0000e+00 -5.7036e-06 -2912546928350724096.000000 -2912546928350724096.000000
1071 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1072 -1.0000e+00 -5.7036e-06 -63987143505680007168.000000 -63987143505680007168.000000
1073 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1074 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1075 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1076 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1077 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1078 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1079 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1080 -1.0000e+00 -5.7036e-06 -64005157904189489152.000000 -64005157904189489152.000000
1081 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1082 -1.0000e+00 -5.7036e-06 -6322534907339866112.000000 -6322534907339866112.000000
1083 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1084 -1.0000e+00 -5.7036e-06 -6373490674217517056.000000 -6373490674217517056.000000
1085 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1086 -1.0000e+00 -5.7036e-06 -54952579605546926080.000000 -54952579605546926080.000000
1087 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1088 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1089 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1090 -1.0000e+00 -5.7036e-06 -6373440646438453248.000000 -6373440646438453248.000000
1091 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1092 -1.0000e+00 -5.7036e-06 -nan -nan
1093 -1.0000e+00 -5.7036e-06 -nan -nan
1094 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1095 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1096 -1.0000e+00 -5.7036e-06 308540809742006372588235339595776.000000 308540809742006372588235339595776.000000
1097 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1098 -1.0000e+00 -5.7036e-06 18390502256871820406816768.000000 18390502256871820406816768.000000
1099 -1.0000e+00 -5.7036e-06 1090250683864778735016214528.000000 1090250683864778735016214528.000000
1100 -1.0000e+00 -5.7036e-06 263075291734615261184.000000 263075291734615261184.000000
1101 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1102 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1103 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1104 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1105 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1106 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1107 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1108 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1109 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1110 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1111 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1112 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1113 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1114 -1.0000e+00 -5.7036e-06 -2995505905300144128.000000 -2995505905300144128.000000
1115 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1116 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1117 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1118 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1119 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1120 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1121 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1122 -1.0000e+00 -5.7036e-06 -63994989620655816704.000000 -63994989620655816704.000000
1123 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1124 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1125 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1126 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1127 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1128 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1129 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1130 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1131 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1132 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1133 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1134 -1.0000e+00 -5.7036e-06 -64008922632002994176.000000 -64008922632002994176.000000
1135 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1136 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1137 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1138 -1.0000e+00 -5.7036e-06 -63969973532100657152.000000 -63969973532100657152.000000
1139 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1140 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1141 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1142 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1143 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1144 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1145 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1146 -1.0000e+00 -5.7036e-06 -54957430650848673792.000000 -54957430650848673792.000000
1147 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1148 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1149 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1150 -1.0000e+00 -5.7036e-06 -63969973532100657152.000000 -63969973532100657152.000000
1151 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1152 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1153 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1154 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1155 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1156 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1157 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1158 -1.0000e+00 -5.7036e-06 -64005157904189489152.000000 -64005157904189489152.000000
1159 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1160 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1161 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1162 -1.0000e+00 -5.7036e-06 -64005157904189489152.000000 -64005157904189489152.000000
1163 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1164 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1165 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1166 -1.0000e+00 -5.7036e-06 -64008922632002994176.000000 -64008922632002994176.000000
1167 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1168 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1169 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1170 -1.0000e+00 -5.7036e-06 -64008922632002994176.000000 -64008922632002994176.000000
1171 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1172 -1.0000e+00 -5.7036e-06 -64005157904189489152.000000 -64005157904189489152.000000
1173 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1174 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1175 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1176 -1.0000e+00 -5.7036e-06 -6385015755099865088.000000 -6385015755099865088.000000
1177 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1178 -1.0000e+00 -5.7036e-06 -0.000000 -0.000000
1179 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1180 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1181 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1182 -1.0000e+00 -5.7036e-06 -2995734328840814592.000000 -2995734328840814592.000000
1183 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1184 -1.0000e+00 -5.7036e-06 -6361615948637536256.000000 -6361615948637536256.000000
1185 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1186 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1187 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1188 -1.0000e+00 -5.7036e-06 -6365020036637130752.000000 -6365020036637130752.000000
1189 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1190 -1.0000e+00 -5.7036e-06 -3975007213293928448.000000 -3975007213293928448.000000
1191 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1192 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1193 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1194 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1195 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1196 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1197 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1198 -1.0000e+00 -5.7036e-06 -3341665975706583040.000000 -3341665975706583040.000000
1199 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1200 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1201 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1202 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1203 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1204 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1205 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1206 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1207 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1208 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1209 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1210 -1.0000e+00 -5.7036e-06 -8021108848439853056.000000 -8021108848439853056.000000
1211 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1212 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1213 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1214 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1215 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1216 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1217 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1218 -1.0000e+00 -5.7036e-06 -3980408014409564160.000000 -3980408014409564160.000000
1219 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1220 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1221 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1222 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1223 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1224 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1225 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1226 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1227 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1228 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1229 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1230 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1231 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1232 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1233 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1234 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1235 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1236 -1.0000e+00 -5.7036e-06 -nan -nan
1237 -1.0000e+00 -5.7036e-06 -nan -nan
1238 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1239 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1240 -1.0000e+00 -5.7036e-06 -nan -nan
1241 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1242 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1243 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1244 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1245 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1246 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1247 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1248 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1249 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1250 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1251 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1252 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1253 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1254 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1255 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1256 -1.0000e+00 -5.7036e-06 -8008165397557673984.000000 -8008165397557673984.000000
1257 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1258 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1259 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1260 -1.0000e+00 -5.7036e-06 -8017616799510036480.000000 -8017616799510036480.000000
1261 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1262 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1263 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1264 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1265 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1266 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1267 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1268 -1.0000e+00 -5.7036e-06 -9321536434982617088.000000 -9321536434982617088.000000
1269 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1270 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1271 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1272 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1273 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1274 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1275 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1276 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1277 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1278 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1279 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1280 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1281 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1282 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1283 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1284 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1285 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1286 -1.0000e+00 -5.7036e-06 -54943405280524763136.000000 -54943405280524763136.000000
1287 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1288 -1.0000e+00 -5.7036e-06 308540809742006372588235339595776.000000 308540809742006372588235339595776.000000
1289 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1290 -1.0000e+00 -5.7036e-06 75570600968349783152120704270336.000000 75570600968349783152120704270336.000000
1291 -1.0000e+00 -5.7036e-06 18177110019048119457475909910528.000000 18177110019048119457475909910528.000000
1292 -1.0000e+00 -5.7036e-06 71429362709117250953447613661184.000000 71429362709117250953447613661184.000000
1293 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1294 -1.0000e+00 -5.7036e-06 -2897868448119914496.000000 -2897868448119914496.000000
1295 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1296 -1.0000e+00 -5.7036e-06 -2912546928350724096.000000 -2912546928350724096.000000
1297 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1298 -1.0000e+00 -5.7036e-06 -54943405280524763136.000000 -54943405280524763136.000000
1299 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1300 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1301 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1302 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1303 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1304 -1.0000e+00 -5.7036e-06 -63987143505680007168.000000 -63987143505680007168.000000
1305 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1306 -1.0000e+00 -5.7036e-06 -2897868448119914496.000000 -2897868448119914496.000000
1307 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1308 -1.0000e+00 -5.7036e-06 -2912546928350724096.000000 -2912546928350724096.000000
1309 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1310 -1.0000e+00 -5.7036e-06 -54952579605546926080.000000 -54952579605546926080.000000
1311 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1312 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1313 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1314 -1.0000e+00 -5.7036e-06 -2912546928350724096.000000 -2912546928350724096.000000
1315 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1316 -1.0000e+00 -5.7036e-06 -63987143505680007168.000000 -63987143505680007168.000000
1317 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1318 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1319 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1320 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1321 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1322 -1.0000e+00 -5.7036e-06 -54945322828803604480.000000 -54945322828803604480.000000
1323 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1324 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1325 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1326 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1327 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1328 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1329 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1330 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1331 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1332 -1.0000e+00 -5.7036e-06 -82051382660249433684040499952382640128.000000 -82051382660249433684040499952382640128.000000
1333 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1334 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1335 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1336 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1337 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1338 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1339 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1340 -1.0000e+00 -5.7036e-06 -2912546928350724096.000000 -2912546928350724096.000000
1341 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1342 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1343 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1344 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1345 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1346 -1.0000e+00 -5.7036e-06 -63994989620655816704.000000 -63994989620655816704.000000
1347 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1348 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1349 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1350 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1351 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1352 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1353 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1354 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1355 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1356 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1357 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1358 -1.0000e+00 -5.7036e-06 -64659165012576698368.000000 -64659165012576698368.000000
1359 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1360 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1361 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1362 -1.0000e+00 -5.7036e-06 -63995552570609238016.000000 -63995552570609238016.000000
1363 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1364 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1365 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1366 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1367 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1368 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1369 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1370 -1.0000e+00 -5.7036e-06 -54957430650848673792.000000 -54957430650848673792.000000
1371 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1372 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1373 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1374 -1.0000e+00 -5.7036e-06 -63995552570609238016.000000 -63995552570609238016.000000
1375 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1376 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1377 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1378 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1379 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1380 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1381 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1382 -1.0000e+00 -5.7036e-06 -64655400284763193344.000000 -64655400284763193344.000000
1383 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1384 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1385 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1386 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1387 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1388 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1389 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1390 -1.0000e+00 -5.7036e-06 -64659165012576698368.000000 -64659165012576698368.000000
1391 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1392 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1393 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1394 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1395 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1396 -1.0000e+00 -5.7036e-06 -64655400284763193344.000000 -64655400284763193344.000000
1397 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1398 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1399 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1400 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1401 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1402 -1.0000e+00 -5.7036e-06 -82051382660249433684040499952382640128.000000 -82051382660249433684040499952382640128.000000
1403 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1404 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1405 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1406 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1407 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1408 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1409 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1410 -1.0000e+00 -5.7036e-06 -3017848806210273280.000000 -3017848806210273280.000000
1411 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1412 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1413 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1414 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1415 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1416 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1417 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1418 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1419 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1420 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1421 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1422 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1423 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1424 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1425 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1426 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1427 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1428 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1429 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1430 -1.0000e+00 -5.7036e-06 329525091106816.000000 329525091106816.000000
1431 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1432 -1.0000e+00 -5.7036e-06 0.000000 0.000000
1433 -1.0000e+00 -5.7036e-06 0.000000 0.000000
