16    30    2  2   0.516667   1   2
16    30    5  2   0.533333   1   2
16    30    6  2   0.5   1   2
17    30    2  2   0.55   1   2
17    30    5  2   0.566667   1   2
17    30    6  2   0.533333   1   2
15    30    2  2   0.483333   1   2
15    30    5  2   0.5   1   2
15    30    6  2   0.466667   1   2
18    30    2  2   0.583333   1   2
18    30    5  2   0.6   1   2
18    30    6  2   0.566667   1   2
14    30    2  2   0.45   1   2
14    30    5  2   0.466667   1   2
14    30    6  2   0.433333   1   2
19    30    2  2   0.616667   1   2
19    30    5  2   0.633333   1   2
19    30    6  2   0.6   1   2
13    30    2  2   0.416667   1   2
13    30    5  2   0.433333   1   2
13    30    6  2   0.4   1   2
20    30    2  2   0.65   1   2
20    30    5  2   0.666667   1   2
20    30    6  2   0.633333   1   2
12    30    2  2   0.383333   1   2
12    30    5  2   0.4   1   2
12    30    6  2   0.366667   1   2
21    30    2  2   0.683333   1   2
21    30    5  2   0.7   1   2
21    30    6  2   0.666667   1   2
11    30    2  2   0.35   1   2
11    30    5  2   0.366667   1   2
11    30    6  2   0.333333   1   2
22    30    2  2   0.716667   1   2
22    30    5  2   0.733333   1   2
22    30    6  2   0.7   1   2
10    30    2  2   0.316667   1   2
10    30    5  2   0.333333   1   2
10    30    6  2   0.3   1   2
23    30    2  2   0.75   1   2
23    30    5  2   0.766667   1   2
23    30    6  2   0.733333   1   2
9    30    2  2   0.283333   1   2
9    30    5  2   0.3   1   2
9    30    6  2   0.266667   1   2
24    30    2  2   0.783333   1   2
24    30    5  2   0.8   1   2
24    30    6  2   0.766667   1   2
8    30    2  2   0.25   1   2
8    30    5  2   0.266667   1   2
8    30    6  2   0.233333   1   2
25    30    2  2   0.816667   1   2
25    30    5  2   0.833333   1   2
25    30    6  2   0.8   1   2
7    30    2  2   0.216667   1   2
7    30    5  2   0.233333   1   2
7    30    6  2   0.2   1   2
26    30    2  2   0.85   1   2
26    30    5  2   0.866667   1   2
26    30    6  2   0.833333   1   2
6    30    2  2   0.183333   1   2
6    30    5  2   0.2   1   2
6    30    6  2   0.166667   1   2
27    30    2  2   0.883333   1   2
27    30    5  2   0.9   1   2
27    30    6  2   0.866667   1   2
5    30    2  2   0.15   1   2
5    30    5  2   0.166667   1   2
5    30    6  2   0.133333   1   2
28    30    2  2   0.916667   1   2
28    30    5  2   0.933333   1   2
28    30    6  2   0.9   1   2
4    30    2  2   0.116667   1   2
4    30    5  2   0.133333   1   2
4    30    6  2   0.1   1   2
29    30    2  2   0.95   1   2
29    30    5  2   0.966667   1   2
29    30    6  2   0.933333   1   2
3    30    2  2   0.0833333   1   2
3    30    5  2   0.1   1   2
3    30    6  2   0.0666667   1   2
30    16    1  1   1   0.516667   3
30    16    5  1   1   0.533333   3
30    16    8  1   1   0.5   3
30    17    1  1   1   0.55   3
30    17    5  1   1   0.566667   3
30    17    8  1   1   0.533333   3
30    15    1  1   1   0.483333   3
30    15    5  1   1   0.5   3
30    15    8  1   1   0.466667   3
30    18    1  1   1   0.583333   3
30    18    5  1   1   0.6   3
30    18    8  1   1   0.566667   3
30    14    1  1   1   0.45   3
30    14    5  1   1   0.466667   3
30    14    8  1   1   0.433333   3
30    19    1  1   1   0.616667   3
30    19    5  1   1   0.633333   3
30    19    8  1   1   0.6   3
30    13    1  1   1   0.416667   3
30    13    5  1   1   0.433333   3
30    13    8  1   1   0.4   3
30    20    1  1   1   0.65   3
30    20    5  1   1   0.666667   3
30    20    8  1   1   0.633333   3
30    12    1  1   1   0.383333   3
30    12    5  1   1   0.4   3
30    12    8  1   1   0.366667   3
30    21    1  1   1   0.683333   3
30    21    5  1   1   0.7   3
30    21    8  1   1   0.666667   3
30    11    1  1   1   0.35   3
30    11    5  1   1   0.366667   3
30    11    8  1   1   0.333333   3
30    22    1  1   1   0.716667   3
30    22    5  1   1   0.733333   3
30    22    8  1   1   0.7   3
30    10    1  1   1   0.316667   3
30    10    5  1   1   0.333333   3
30    10    8  1   1   0.3   3
30    23    1  1   1   0.75   3
30    23    5  1   1   0.766667   3
30    23    8  1   1   0.733333   3
30    9    1  1   1   0.283333   3
30    9    5  1   1   0.3   3
30    9    8  1   1   0.266667   3
30    24    1  1   1   0.783333   3
30    24    5  1   1   0.8   3
30    24    8  1   1   0.766667   3
30    8    1  1   1   0.25   3
30    8    5  1   1   0.266667   3
30    8    8  1   1   0.233333   3
30    25    1  1   1   0.816667   3
30    25    5  1   1   0.833333   3
30    25    8  1   1   0.8   3
30    7    1  1   1   0.216667   3
30    7    5  1   1   0.233333   3
30    7    8  1   1   0.2   3
30    26    1  1   1   0.85   3
30    26    5  1   1   0.866667   3
30    26    8  1   1   0.833333   3
30    6    1  1   1   0.183333   3
30    6    5  1   1   0.2   3
30    6    8  1   1   0.166667   3
30    27    1  1   1   0.883333   3
30    27    5  1   1   0.9   3
30    27    8  1   1   0.866667   3
30    5    1  1   1   0.15   3
30    5    5  1   1   0.166667   3
30    5    8  1   1   0.133333   3
30    28    1  1   1   0.916667   3
30    28    5  1   1   0.933333   3
30    28    8  1   1   0.9   3
30    4    1  1   1   0.116667   3
30    4    5  1   1   0.133333   3
30    4    8  1   1   0.1   3
30    29    1  1   1   0.95   3
30    29    5  1   1   0.966667   3
30    29    8  1   1   0.933333   3
30    3    1  1   1   0.0833333   3
30    3    5  1   1   0.1   3
30    3    8  1   1   0.0666667   3
30    30    2  2   0.983333   1   2
30    30    1  1   1   0.983333   3
30    30    5  1   1   1   3
30    30    6  2   0.966667   1   2
30    30    8  1   1   0.966667   3
2    30    2  2   0.05   1   2
2    30    5  2   0.0666667   1   2
2    30    6  2   0.0333333   1   2
30    2    1  1   1   0.05   3
30    2    5  1   1   0.0666667   3
30    2    8  1   1   0.0333333   3
16    1    4  1   0.516667   0   4
16    1    7  1   0.5   0   4
16    1    8  1   0.533333   0   4
15    1    4  1   0.483333   0   4
15    1    7  1   0.466667   0   4
15    1    8  1   0.5   0   4
17    1    4  1   0.55   0   4
17    1    7  1   0.533333   0   4
17    1    8  1   0.566667   0   4
14    1    4  1   0.45   0   4
14    1    7  1   0.433333   0   4
14    1    8  1   0.466667   0   4
18    1    4  1   0.583333   0   4
18    1    7  1   0.566667   0   4
18    1    8  1   0.6   0   4
13    1    4  1   0.416667   0   4
13    1    7  1   0.4   0   4
13    1    8  1   0.433333   0   4
19    1    4  1   0.616667   0   4
19    1    7  1   0.6   0   4
19    1    8  1   0.633333   0   4
12    1    4  1   0.383333   0   4
12    1    7  1   0.366667   0   4
12    1    8  1   0.4   0   4
20    1    4  1   0.65   0   4
20    1    7  1   0.633333   0   4
20    1    8  1   0.666667   0   4
11    1    4  1   0.35   0   4
11    1    7  1   0.333333   0   4
11    1    8  1   0.366667   0   4
21    1    4  1   0.683333   0   4
21    1    7  1   0.666667   0   4
21    1    8  1   0.7   0   4
10    1    4  1   0.316667   0   4
10    1    7  1   0.3   0   4
10    1    8  1   0.333333   0   4
22    1    4  1   0.716667   0   4
22    1    7  1   0.7   0   4
22    1    8  1   0.733333   0   4
9    1    4  1   0.283333   0   4
9    1    7  1   0.266667   0   4
9    1    8  1   0.3   0   4
23    1    4  1   0.75   0   4
23    1    7  1   0.733333   0   4
23    1    8  1   0.766667   0   4
8    1    4  1   0.25   0   4
8    1    7  1   0.233333   0   4
8    1    8  1   0.266667   0   4
24    1    4  1   0.783333   0   4
24    1    7  1   0.766667   0   4
24    1    8  1   0.8   0   4
7    1    4  1   0.216667   0   4
7    1    7  1   0.2   0   4
7    1    8  1   0.233333   0   4
25    1    4  1   0.816667   0   4
25    1    7  1   0.8   0   4
25    1    8  1   0.833333   0   4
6    1    4  1   0.183333   0   4
6    1    7  1   0.166667   0   4
6    1    8  1   0.2   0   4
26    1    4  1   0.85   0   4
26    1    7  1   0.833333   0   4
