26    1    8  1   0.866667   0   4
5    1    4  1   0.15   0   4
5    1    7  1   0.133333   0   4
5    1    8  1   0.166667   0   4
27    1    4  1   0.883333   0   4
27    1    7  1   0.866667   0   4
27    1    8  1   0.9   0   4
4    1    4  1   0.116667   0   4
4    1    7  1   0.1   0   4
4    1    8  1   0.133333   0   4
28    1    4  1   0.916667   0   4
28    1    7  1   0.9   0   4
28    1    8  1   0.933333   0   4
3    1    4  1   0.0833333   0   4
3    1    7  1   0.0666667   0   4
3    1    8  1   0.1   0   4
29    1    4  1   0.95   0   4
29    1    7  1   0.933333   0   4
29    1    8  1   0.966667   0   4
2    1    4  1   0.05   0   4
2    1    7  1   0.0333333   0   4
2    1    8  1   0.0666667   0   4
30    1    4  1   0.983333   0   4
30    1    1  1   1   0.0166667   3
30    1    5  1   1   0.0333333   3
30    1    7  1   0.966667   0   4
30    1    8  1   1   0   4
1    16    3  1   0   0.516667   1
1    16    6  1   0   0.533333   1
1    16    7  1   0   0.5   1
1    17    3  1   0   0.55   1
1    17    6  1   0   0.566667   1
1    17    7  1   0   0.533333   1
1    15    3  1   0   0.483333   1
1    15    6  1   0   0.5   1
1    15    7  1   0   0.466667   1
1    18    3  1   0   0.583333   1
1    18    6  1   0   0.6   1
1    18    7  1   0   0.566667   1
1    14    3  1   0   0.45   1
1    14    6  1   0   0.466667   1
1    14    7  1   0   0.433333   1
1    19    3  1   0   0.616667   1
1    19    6  1   0   0.633333   1
1    19    7  1   0   0.6   1
1    13    3  1   0   0.416667   1
1    13    6  1   0   0.433333   1
1    13    7  1   0   0.4   1
1    20    3  1   0   0.65   1
1    20    6  1   0   0.666667   1
1    20    7  1   0   0.633333   1
1    12    3  1   0   0.383333   1
1    12    6  1   0   0.4   1
1    12    7  1   0   0.366667   1
1    21    3  1   0   0.683333   1
1    21    6  1   0   0.7   1
1    21    7  1   0   0.666667   1
1    11    3  1   0   0.35   1
1    11    6  1   0   0.366667   1
1    11    7  1   0   0.333333   1
1    22    3  1   0   0.716667   1
1    22    6  1   0   0.733333   1
1    22    7  1   0   0.7   1
1    10    3  1   0   0.316667   1
1    10    6  1   0   0.333333   1
1    10    7  1   0   0.3   1
1    23    3  1   0   0.75   1
1    23    6  1   0   0.766667   1
1    23    7  1   0   0.733333   1
1    9    3  1   0   0.283333   1
1    9    6  1   0   0.3   1
1    9    7  1   0   0.266667   1
1    24    3  1   0   0.783333   1
1    24    6  1   0   0.8   1
1    24    7  1   0   0.766667   1
1    8    3  1   0   0.25   1
1    8    6  1   0   0.266667   1
1    8    7  1   0   0.233333   1
1    25    3  1   0   0.816667   1
1    25    6  1   0   0.833333   1
1    25    7  1   0   0.8   1
1    7    3  1   0   0.216667   1
1    7    6  1   0   0.233333   1
1    7    7  1   0   0.2   1
1    26    3  1   0   0.85   1
1    26    6  1   0   0.866667   1
1    26    7  1   0   0.833333   1
1    6    3  1   0   0.183333   1
1    6    6  1   0   0.2   1
1    6    7  1   0   0.166667   1
1    27    3  1   0   0.883333   1
1    27    6  1   0   0.9   1
1    27    7  1   0   0.866667   1
1    5    3  1   0   0.15   1
1    5    6  1   0   0.166667   1
1    5    7  1   0   0.133333   1
1    28    3  1   0   0.916667   1
1    28    6  1   0   0.933333   1
1    28    7  1   0   0.9   1
1    4    3  1   0   0.116667   1
1    4    6  1   0   0.133333   1
1    4    7  1   0   0.1   1
1    29    3  1   0   0.95   1
1    29    6  1   0   0.966667   1
1    29    7  1   0   0.933333   1
1    3    3  1   0   0.0833333   1
1    3    6  1   0   0.1   1
1    3    7  1   0   0.0666667   1
1    30    2  2   0.0166667   1   2
1    30    3  1   0   0.983333   1
1    30    5  2   0.0333333   1   2
1    30    6  1   0   1   1
1    30    7  1   0   0.966667   1
1    2    3  1   0   0.05   1
1    2    6  1   0   0.0666667   1
1    2    7  1   0   0.0333333   1
1    1    4  1   0.0166667   0   4
1    1    3  1   0   0.0166667   1
1    1    6  1   0   0.0333333   1
1    1    7  1   0   0   4
1    1    8  1   0.0333333   0   4
