56	16	16	5	1	10.000000	0.000000	2.000000	3
56	16	16	11	1	10.000000	0.000000	2.000000	3
56	16	16	12	1	10.000000	0.000000	2.000000	3
56	16	16	15	1	10.000000	0.000000	2.000000	3
56	16	16	16	1	10.000000	0.000000	2.000000	3
57	16	16	5	1	10.250000	0.000000	2.000000	3
57	16	16	11	1	10.250000	0.000000	2.000000	3
57	16	16	12	1	10.250000	0.000000	2.000000	3
57	16	16	15	1	10.250000	0.000000	2.000000	3
57	16	16	16	1	10.250000	0.000000	2.000000	3
55	16	16	5	1	9.750000	0.000000	2.000000	3
55	16	16	11	1	9.750000	0.000000	2.000000	3
55	16	16	12	1	9.750000	0.000000	2.000000	3
55	16	16	15	1	9.750000	0.000000	2.000000	3
55	16	16	16	1	9.750000	0.000000	2.000000	3
56	17	16	5	1	10.000000	0.250000	2.000000	3
56	17	16	11	1	10.000000	0.250000	2.000000	3
56	17	16	12	1	10.000000	0.250000	2.000000	3
56	17	16	15	1	10.000000	0.250000	2.000000	3
56	17	16	16	1	10.000000	0.250000	2.000000	3
56	15	16	5	1	10.000000	-0.250000	2.000000	3
56	15	16	11	1	10.000000	-0.250000	2.000000	3
56	15	16	12	1	10.000000	-0.250000	2.000000	3
56	15	16	15	1	10.000000	-0.250000	2.000000	3
56	15	16	16	1	10.000000	-0.250000	2.000000	3
58	16	16	5	1	10.500000	0.000000	2.000000	3
58	16	16	11	1	10.500000	0.000000	2.000000	3
58	16	16	12	1	10.500000	0.000000	2.000000	3
58	16	16	15	1	10.500000	0.000000	2.000000	3
58	16	16	16	1	10.500000	0.000000	2.000000	3
57	17	16	5	1	10.250000	0.250000	2.000000	3
57	17	16	11	1	10.250000	0.250000	2.000000	3
57	17	16	12	1	10.250000	0.250000	2.000000	3
57	17	16	15	1	10.250000	0.250000	2.000000	3
57	17	16	16	1	10.250000	0.250000	2.000000	3
57	15	16	5	1	10.250000	-0.250000	2.000000	3
57	15	16	11	1	10.250000	-0.250000	2.000000	3
57	15	16	12	1	10.250000	-0.250000	2.000000	3
57	15	16	15	1	10.250000	-0.250000	2.000000	3
